1,254,249,194,149
0,169,110,56,171
0,28,248,28,141
0,71,59,245,58
1,121,68,220,127
1,38,193,222,158
0,86,124,147,47
0,142,6,80,165
1,247,122,210,194
0,175,160,68,70
1,163,10,248,254
0,16,69,138,194
1,238,34,89,155
0,41,6,128,54
0,26,93,64,27
0,151,24,235,75
0,193,4,70,68
1,170,79,221,161
1,209,152,196,14
0,155,86,37,148
0,72,185,39,155
0,82,33,210,130
1,20,180,176,218
1,119,61,245,151
1,183,32,156,151
0,58,64,248,13
0,182,47,97,130
1,228,99,121,248
1,151,233,217,148
0,127,83,28,233
0,75,83,191,45
0,10,226,52,95
0,225,140,46,16
1,176,126,175,132
1,209,182,237,110
0,147,147,125,21
1,219,225,233,182
1,138,143,228,15
0,179,162,55,4
1,137,141,223,102
1,250,69,218,245
1,113,227,233,11
1,226,3,150,198
1,233,161,28,230
0,170,28,189,114
1,184,244,242,80
0,100,212,129,9
1,156,255,156,6
1,202,45,39,232
0,161,50,104,104
1,185,193,38,174
0,9,109,95,224
1,160,191,48,188
1,174,165,245,181
0,105,49,87,37
1,146,114,255,245
1,155,8,221,152
0,158,180,29,68
1,173,184,92,129
1,161,176,192,28
1,238,20,198,57
1,232,121,122,74
1,20,254,177,104
0,193,183,41,35
0,209,127,112,54
0,44,118,164,85
1,157,199,69,200
0,131,175,15,110
0,64,249,114,18
0,71,71,7,15
0,193,54,28,51
1,203,127,204,4
1,210,235,203,200
1,168,138,195,193
1,52,174,229,149
1,228,124,170,247
1,29,235,181,194
0,30,197,215,35
1,76,131,222,174
0,46,71,180,65
0,90,21,148,24
0,174,9,112,203
1,112,247,86,84
1,105,228,34,241
1,31,218,137,189
1,246,123,31,113
0,87,26,83,57
1,122,138,171,115
0,144,154,27,61
0,174,149,9,130
1,166,216,180,23
1,123,217,30,222
0,102,177,21,142
1,213,234,99,30
0,66,239,177,6
0,27,224,137,63
0,80,94,98,60
0,147,156,92,102
0,52,150,61,247
0,208,50,12,192
0,111,17,26,24
1,172,131,201,242
0,9,150,80,94
1,112,135,245,97
0,46,184,83,111
1,207,217,8,106
1,232,142,123,33
0,76,4,17,25
1,97,242,230,171
1,197,72,120,200
1,36,191,143,149
0,96,126,71,103
0,89,199,22,38
1,154,234,175,212
1,127,87,164,236
1,227,64,129,139
0,11,172,108,110
0,213,89,12,163
0,70,193,128,58
1,147,181,80,156
1,159,4,221,157
0,44,49,244,80
1,139,171,29,234
0,15,58,63,3
1,222,31,157,151
1,151,112,232,77
0,59,193,69,177
0,220,79,48,119
0,187,70,197,13
1,188,150,6,202
1,155,179,129,165
0,136,84,68,178
0,157,51,25,246
0,207,2,132,61
1,125,83,179,199
0,10,220,105,1
0,71,50,229,13
0,39,156,171,106
1,249,28,141,95
0,80,157,229,16
0,78,5,75,111
0,152,54,27,164
1,63,156,249,181
1,189,154,228,107
0,144,141,44,74
0,89,159,40,171
1,155,86,93,193
0,54,7,42,188
0,105,114,63,122
0,112,169,132,12
0,14,210,67,187
0,62,229,5,66
1,143,228,103,134
1,248,160,169,24
0,229,214,62,1
0,90,249,3,158
0,198,228,25,4
0,134,98,148,41
0,251,75,25,55
0,57,169,159,58
1,153,17,213,153
0,20,165,34,152
0,152,50,123,156
1,45,239,89,219
1,221,246,201,196
0,110,7,82,162
0,76,8,12,186
0,61,174,158,56
1,107,88,94,227
0,127,84,25,110
1,223,160,79,116
1,234,154,246,162
1,65,241,205,216
0,15,49,151,153
1,158,241,97,112
0,176,84,121,127
0,216,24,24,151
0,173,36,54,78
0,48,22,24,112
1,212,240,184,172
1,14,254,220,40
0,204,12,142,46
0,35,208,38,212
1,124,102,209,197
1,5,122,229,162
0,70,168,58,153
0,197,217,79,4
1,204,59,64,217
1,249,203,147,243
0,48,49,152,254
1,165,141,151,223
1,88,182,242,109
1,233,125,103,155
0,101,0,199,90
1,182,171,162,29
0,23,182,126,103
1,91,231,191,138
0,88,103,198,78
0,147,25,68,138
1,165,215,33,194
0,38,32,116,62
0,44,76,197,47
0,183,102,110,13
1,166,171,238,39
1,98,105,154,162
1,238,131,130,29
1,71,188,111,231
0,46,182,50,214
0,186,97,155,44
1,205,137,106,74
1,211,234,89,14
1,237,247,222,179
0,14,125,159,176
0,212,2,80,46
0,150,237,37,30
0,94,143,172,62
1,126,39,145,248
0,52,37,63,157
0,18,102,189,17
0,124,188,63,102
1,131,121,230,113
0,163,70,45,132
0,21,247,81,52
1,182,102,166,115
1,233,134,161,166
1,127,231,114,99
0,102,68,121,139
0,14,53,112,90
1,29,46,252,192
1,103,196,100,189
1,255,231,26,177
0,19,136,87,127
0,79,5,9,108
1,250,247,163,17
0,31,62,37,243
0,129,21,110,231
0,83,134,184,12
1,1,188,210,204
0,29,136,33,52
0,11,92,71,12
1,131,184,221,198
0,88,40,126,240
0,2,85,248,108
1,182,252,196,85
1,65,74,226,199
0,65,200,210,10
1,109,234,186,16
0,212,40,97,79
1,169,234,79,134
1,244,251,186,178
0,10,53,122,181
1,239,234,89,4
0,204,163,18,9
1,186,97,246,251
1,234,88,45,165
1,252,131,208,116
1,245,185,24,144
1,116,161,156,149
0,175,146,118,48
0,29,45,91,123
1,221,194,13,154
0,108,168,166,25
0,60,43,18,172
0,33,38,189,115
1,183,120,214,195
0,216,144,13,54
0,28,41,161,130
1,142,246,106,224
0,64,21,127,122
1,145,199,165,70
1,40,245,179,69
0,103,26,79,182
1,83,43,253,164
0,151,125,95,96
1,240,169,36,216
1,28,255,210,215
1,110,209,140,141
1,194,138,97,244
0,61,187,60,193
1,155,152,236,252
0,82,126,108,91
0,67,64,221,24
0,137,170,145,21
0,116,147,212,11
1,181,235,107,38
1,231,110,141,48
1,173,125,235,73
1,248,108,180,251
0,85,140,210,8
0,165,24,141,19
0,203,50,20,109
1,80,237,100,186
1,252,126,124,45
1,195,168,33,231
0,80,162,205,37
1,182,105,76,187
0,51,209,10,220
1,162,153,189,94
1,255,249,55,27
1,147,202,245,230
1,122,254,230,243
0,154,131,29,188
0,32,137,114,98
0,84,152,28,121
1,249,127,40,132
0,127,160,12,128
1,188,237,116,140
1,98,231,213,61
0,13,201,140,19
0,23,192,140,89
0,87,224,37,72
0,99,9,186,150
1,38,251,217,35
0,39,94,216,47
0,172,33,121,181
0,81,81,96,214
1,218,86,181,122
1,228,219,141,217
0,34,190,172,99
1,198,62,226,75
0,9,179,27,168
1,213,94,19,221
1,252,35,199,231
0,15,75,211,52
1,80,232,28,173
0,121,27,210,91
1,142,233,33,131
1,82,107,223,236
0,36,166,3,166
1,112,33,228,244
1,226,193,13,194
1,247,4,117,159
1,249,158,25,86
0,107,1,72,82
1,108,178,144,223
1,223,18,139,231
1,165,150,244,164
1,190,54,186,183
0,113,70,4,102
0,37,70,153,208
1,241,126,239,147
0,25,125,86,180
0,76,201,79,71
0,63,173,66,125
0,199,41,126,112
1,99,235,20,226
0,109,31,156,20
0,34,176,193,93
0,99,187,37,57
0,172,64,27,190
0,133,174,150,17
0,52,119,38,9
0,188,10,79,148
0,28,220,127,128
1,182,132,154,170
1,106,222,192,188
0,237,40,176,6
1,237,205,172,246
0,112,33,151,194
0,73,197,63,46
1,212,93,209,129
0,41,95,130,70
1,20,154,230,215
1,83,254,188,161
1,229,100,112,123
0,213,15,4,217
1,149,170,5,254
0,139,84,199,60
1,95,210,206,54
0,29,36,7,84
1,245,146,241,74
0,211,16,192,57
1,105,235,208,207
0,34,146,174,113
1,242,161,246,14
1,250,117,6,184
0,254,48,44,59
1,37,86,192,234
0,32,22,129,212
1,218,146,105,240
0,73,112,20,9
0,88,185,153,53
0,98,74,44,231
1,200,86,167,73
0,121,192,61,107
0,207,41,29,229
0,69,198,143,46
0,107,35,65,104
0,57,255,180,12
1,134,72,222,148
1,137,190,78,172
1,125,185,172,78
1,239,252,23,196
0,12,4,196,96
1,192,197,128,160
1,98,220,93,189
1,244,130,143,65
1,107,137,132,195
1,58,253,98,182
1,15,212,104,237
1,175,80,250,171
1,186,56,226,162
1,91,236,199,209
0,40,19,94,68
0,37,104,85,224
0,187,36,113,133
1,191,149,174,203
1,184,176,145,250
1,163,84,139,250
0,127,119,118,32
1,167,239,124,77
0,116,81,34,20
0,149,18,71,69
0,209,4,171,102
1,42,195,185,126
0,68,120,174,58
0,119,28,17,238
0,78,160,191,25
1,169,205,28,231
0,5,44,54,1
0,191,9,41,210
1,130,142,204,158
0,156,21,76,230
0,88,47,212,93
1,172,223,47,228
0,27,204,17,181
0,53,0,157,183
1,236,156,254,8
0,74,104,101,168
0,226,212,17,18
1,237,177,125,233
0,79,40,164,211
0,124,10,24,81
0,79,35,133,144
0,41,122,97,145
1,75,155,230,183
1,200,144,115,195
0,86,153,3,80
0,11,121,85,125
0,141,90,55,100
0,207,46,54,144
0,95,169,63,32
1,10,190,164,150
1,103,245,148,107
1,240,20,180,84
0,118,144,56,151
1,80,188,226,29
0,90,97,167,149
1,118,120,174,124
0,89,48,156,24
1,68,124,235,170
1,242,246,107,135
0,65,198,44,158
1,235,150,210,23
0,20,141,253,39
1,189,92,196,153
0,112,165,2,157
1,240,119,152,216
1,11,245,244,142
1,53,184,25,253
0,37,27,61,123
1,138,172,173,116
0,13,112,11,133
1,253,104,109,111
0,90,132,113,50
0,65,66,77,196
0,189,73,95,70
0,159,21,38,95
0,149,28,22,6
0,71,65,124,147
0,138,86,47,217
1,252,250,243,216
0,45,20,183,217
0,232,1,57,145
1,229,243,101,80
0,49,208,47,171
1,196,213,35,153
1,164,219,100,48
1,199,216,236,116
0,231,56,11,192
1,250,67,228,34
1,151,90,116,228
1,238,187,164,12
0,30,58,48,252
1,174,201,134,107
0,28,111,123,240
0,85,32,186,55
0,83,144,66,157
0,44,63,134,85
1,91,36,182,217
0,240,113,24,111
0,58,110,0,180
1,122,148,231,29
0,41,87,46,236
1,89,220,140,107
0,127,40,93,184
1,202,74,179,79
1,208,105,137,239
0,6,206,31,139
1,27,195,218,143
1,216,83,216,48
0,73,3,96,226
1,68,114,241,152
0,137,88,93,186
0,8,30,24,58
1,139,31,184,245
1,227,255,110,109
0,3,100,66,12
0,63,39,10,12
1,246,123,176,147
1,78,255,81,200
0,79,93,101,106
1,224,125,164,69
0,36,107,126,193
0,211,39,58,61
1,174,67,209,145
1,227,222,125,24
1,71,181,143,163
1,171,41,227,219
1,221,202,118,166
1,206,38,172,205
1,243,137,160,73
1,216,218,232,107
1,184,173,171,46
1,159,67,219,222
1,123,145,152,158
1,49,223,140,201
1,88,14,235,237
1,235,184,129,88
0,7,146,193,151
0,174,82,15,103
0,133,171,135,27
0,192,32,45,80
0,48,64,233,54
0,217,77,27,90
0,66,107,61,119
0,154,83,26,208
1,113,148,169,157
0,15,242,54,127
1,94,212,31,218
0,19,138,42,3
0,55,218,184,3
0,238,195,28,35
0,209,151,78,3
0,37,99,186,118
1,211,214,2,176
1,58,169,215,196
0,118,159,77,127
0,62,22,102,73
0,50,76,21,128
1,140,190,230,119
1,175,248,119,69
1,117,223,196,224
0,129,137,2,188
1,217,200,131,198
1,242,175,183,120
1,244,193,76,64
0,141,110,188,62
0,107,179,157,17
1,38,139,185,241
0,118,132,151,17
1,250,118,115,253
1,81,224,141,167
0,242,87,42,85
0,87,137,23,189
0,86,22,144,120
0,75,115,106,191
1,128,114,249,223
1,186,233,54,198
1,165,200,206,135
1,202,168,164,7
1,227,142,139,10
1,137,205,233,83
0,43,76,86,15
0,138,103,14,121
0,78,165,18,151
0,190,201,10,27
1,144,205,180,215
0,115,3,162,19
1,236,152,45,202
